filters,Top 50000000 fingerprint.raw,Unique count of fingerprint.raw
session.first:true,1.79d92aa08253123e62d1a27d20dfd615,1
session.first:true,1.85f3efc427d33bb9535b92fbfc74e155,1
session.first:true,1.3c46467763f6686f790b08b80c41e77b,1
session.first:true,1.98c26e315e018afa0780309d2f41d5a5,1
session.first:true,1.b383639a088796faf6e38c7fe4c3390f,1
session.first:true,1.88f7ef1ddb96d4bf3743e8d88cef6c67,1
session.first:true,1.cfa2e74b2fa26ad786ccf92c5e6e16d5,1
session.first:true,1.e31fcaa75799ed4cb13b43a0a88e120d,1
session.first:true,1.367195efba63c500163e11c10617aa89,1
session.first:true,1.e7df71c524e83bfd248718b5e917aeb4,1
session.first:true,1.9ecc865031e2d086a687015d0926727c,1
session.first:true,1.2328b18869b04f38f2e814cdcf6f53fe,1
session.first:true,1.b7f40fad321e9229f2b04fe5eb5375e0,1
session.first:true,1.f5c508734a079d4b4fe0bfb38afa7c11,1
session.first:true,1.5c932063ca6072a230291d1dea6a581b,1
session.first:true,1.3c4e68c9fea6dd7c20370bfea0e3ad0e,1
session.first:true,1.321e1fbf0c2a4f29287672c8f998103b,1
session.first:true,1.25cb52fd8f580a52f4e38c316f745801,1
session.first:true,1.83675bef4496f3c64a74a9a22bc8edde,1
session.first:true,1.f7b1b77fe9122924bc4c95b7cce241a1,1
session.first:true,1.b5a36e5c592dbc1f8aacce0bcb3bdeee,1
session.first:true,1.873d057d4e7e63caceb56493c613e8db,1
session.first:true,1.8c2801cc9a4d4a135073b08a1639b6cf,1
session.first:true,1.77dadc4702fd18b6da2fc66077c079cd,1
session.first:true,1.617da969cc37264c373685d0d3c7662f,1
session.first:true,1.1ea8b5379e76bb47220a275110ef2118,1
session.first:true,1.d88b8ec85d2b52f9c9ddc9efdef5f5b1,1
session.first:true,1.7ef4cf5d8c485e4575aaf55495165061,1
session.first:true,1.d22e5e74a36abad874caf586f84abc6b,1
session.first:true,1.08174f58bed2796c831776c6dcc1f57d,1
session.first:true,1.2e025038fa036d4909d99ceed7627e26,1
session.first:true,1.a0a30d63182bb951b0a8b1c08a8a449f,1
session.first:true,1.968823f5684d8c572477445ee654020b,1
session.first:true,1.78114c71f52c9d8dafb52fd6737b9f13,1
session.first:true,1.908c81668f2e8f2b14d7669173be1455,1
session.first:true,1.88cc0d99abebcc145ff9b1a846c23824,1
session.first:true,1.5e713b19987a030526a084382e685754,1
session.first:true,1.6aca4942377d53bc1c2341d8e165cdbb,1
session.first:true,1.b31d4db957f13ba0a8f8c98363c04a73,1
session.first:true,1.a1df886c7f6bea465e7f315d52471673,1
session.first:true,1.da513b140b438e6716a8f7b6a0a6e98d,1
session.first:true,1.2a4205210a153bedd80fd13dd0815a27,1
session.first:true,1.a21e7764805edc7493b838755d0d1563,1
session.first:true,1.0688f53f388bac288329319024270611,1
session.first:true,1.73459b16b4e35c214d784872fae4278c,1
session.first:true,1.c6416c95d33d6d9cca799abbfa62c86c,1
session.first:true,1.00a370121b9574abf51fcda5412f1bb1,1
