filters,Top 50000000 fingerprint.raw,Count
session.first:true,1.08c1b65e1b48e857080e8362ac4a8c85,1
session.first:true,1.08ca0e17b59d4f412ec023b1b5547b95,1
session.first:true,1.08d32de2276102b8ca6e4977da3503e9,1
session.first:true,1.08d547e961bf3974a5d869186ac88ba8,1
session.first:true,1.08e7bbc799f6a8a6344a1964cb0d1997,1
session.first:true,1.08fa77f70d2e03758e699f0dc3a179bf,1
session.first:true,1.08fd529fc265e28c4de6d198e99d9d2f,1
session.first:true,1.090182c3a2d8923e2dca12cc4e9b4025,1
session.first:true,1.091295d88f8770837752d5b871830f7e,1
session.first:true,1.091b994b431d7e92fd7d3538c522b94c,1
session.first:true,1.091d1811a1ec0ce58a7663c01ad5d279,1
session.first:true,1.091d720ea1ae82e957267e169f654a26,1
session.first:true,1.0926ecad7db002ff28974e80cec1a2c0,1
session.first:true,1.09411e352d2b2e4248aebffe99126929,1
session.first:true,1.09460ba2b0236bba4142e1fdad80e034,1
session.first:true,1.095403631533e1000744d01d795bdad4,1
session.first:true,1.0969fb8a9d47a83a14e4f883eab04cc2,1
session.first:true,1.096dc1a0b69ae5dc2cba752b85d06a6d,1
session.first:true,1.09871240bf6db424b83964821ecdb667,1
session.first:true,1.099f84eb467d0f6067e925288d4e7207,1
session.first:true,1.09a6ed151044ae9f46aa9b04db162985,1
session.first:true,1.09b0f7dce9b44d96839350b7442be3cf,1
session.first:true,1.09b1aebc8094a1bc79bbb8e2bd4d2cd3,1
session.first:true,1.09b435be9821b393664dac637cbd4244,1
session.first:true,1.09c3fcb0bf14f8172f35dc14b2d20098,1
session.first:true,1.09c95dcc70f51a4ebe2a3c5586707048,1
session.first:true,1.09ce32e4e4db9d392466fb0f5e3001cc,1
session.first:true,1.09d3ab91771e9c3368d76cd70307b509,1
session.first:true,1.09dfb4045b58287261e780af6c551a9a,1
session.first:true,1.09eb7fdb4ce5c4b6caa579f03eab7920,1
session.first:true,1.09edb46ce41f6608282ce08acb22f443,1
session.first:true,1.09ef35c49d3208ffbcee3e5515373b7c,1
session.first:true,1.09efa5670e31188b49915aaccae932e3,1
session.first:true,1.09f0c8e666f5a8dee0ca5a85943512ac,1
session.first:true,1.09f57d48c16fd0fed3292464ea1b8b91,1
session.first:true,1.09fda47c9ad92e022fd374393ebdd3b6,1
session.first:true,1.0a027bf4e432a2d8e0a07c67f40b3cd7,1
session.first:true,1.0a1c5403a1dd2084873be7c72198eed7,1
session.first:true,1.0a20fa2471eda42a097b72346f2fc0e8,1
session.first:true,1.0a273dfe10bfc2b0a37a52fca1c9e280,1
session.first:true,1.0a301691db3773d811126cf0ff15ad29,1
session.first:true,1.0a31311295e480c0b6f39beb1ad07067,1
session.first:true,1.0a34c2443e30e939b9ed6b42aead9e5c,1
session.first:true,1.0a38f5b0e38ca61ac7fc5e9395d461bf,1
session.first:true,1.0a3adbebe34a91145bc4070035a66a7e,1
session.first:true,1.0a4084c8b7ea720d68b5cee0148a5d52,1
session.first:true,1.0a4416a1126c7cbfe08548ef04ca0f6f,1
session.first:true,1.0a5f144ff0e2d4dba208867c158b82e0,1
session.first:true,1.0a6521662b76fbd780d981f16e47ce6a,1
session.first:true,1.0a6be491c01641ae967198f38aee2214,1
session.first:true,1.0a737058ed004a0fd1429130d7c2aa12,1
session.first:true,1.0a770c0694379c8851673175c8a32a27,1
session.first:true,1.0a7f757ae3d949fcaeb6b928f1e34b9b,1
session.first:true,1.0a8bc2f527c5ab2760c3a95786d6d04b,1
session.first:true,1.0a998e09389ddccba0b1d57dccb4328e,1
session.first:true,1.0a9e469ff259dfbf9f13edecb38e6e84,1
session.first:true,1.0ab564296d5980d500961d9cb52e018c,1
session.first:true,1.0ab5f3b56a551cdcd168762260fed6f7,1
session.first:true,1.0aba5aeb147b2c136cc392fdd401dffc,1
session.first:true,1.0abc1a338a7ff97a848df999de457b78,1
session.first:true,1.0ac943a6514cb4c55e0a4ef164b30a94,1
session.first:true,1.0ad4a9c1980d468497dfd4bbe0a835ac,1
session.first:true,1.0ad7980ee062b7cb22e20600ab43cc85,1
session.first:true,1.0ae475913bb24d8c77926610ca9e2023,1
session.first:true,1.0aea8166b6c28c7d8720a0332ad60676,1
session.first:true,1.0aecd920ee548cd3bc0b070d123c97db,1
session.first:true,1.0aed809b4260353943a18d2c78493888,1
session.first:true,1.0afb2a17641015ce15bdc11756ca4d52,1
session.first:true,1.0afb901ea5822388bfea972e3177933e,1
session.first:true,1.0affe640476e2313ebd91d87081d8675,1
session.first:true,1.0b0002fdb98cdbc5852287bd504be9e1,1
session.first:true,1.0b09d99cbec65f0f23dcca0aa36ea76c,1
session.first:true,1.0b0d237fd2d489512aa793a21b06763c,1
session.first:true,1.0b40ef938af73400c1d9f9a02a84ccf0,1
session.first:true,1.0b41e8c5b872a17b5699d9f946f2c05e,1
session.first:true,1.0b45f10a62c9290a943bd1ee7e28c1d5,1
session.first:true,1.0b4648e3efd30f858594ad3f36232d04,1
session.first:true,1.0b5de21ef1788503552f577e2e01cb80,1
session.first:true,1.0b69cc9f3ef12558adbde45649bf6f06,1
session.first:true,1.0b7466223689c176363fba162141e300,1
session.first:true,1.0b817c5c2133743c9d6d18eebf9dbe4b,1
session.first:true,1.0b87b1920d29a4857872f3359c61f899,1
session.first:true,1.0b953a5532f50e7a3824e8768e0ca7ba,1
session.first:true,1.0ba0b4b64d890ef6e31dcf94324e87f9,1
session.first:true,1.0bbd62420ee18624306c4cc63d94c424,1
session.first:true,1.0bcb5604a17d8c1a77006a8887cc728a,1
session.first:true,1.0bcc5fca12da26370bdf381e9d653436,1
session.first:true,1.0bcf9b17b9b9d98f8565d608a09e370a,1
session.first:true,1.0bd370ade7b80f96d4592345c673f640,1
session.first:true,1.0bda187852adc461a2ab91a34c8efc5d,1
session.first:true,1.0bdfe72d6e6a3dc405be8b60be41bc78,1
session.first:true,1.0be5d8496e5f93f1f7f0bbdbc00f797d,1
session.first:true,1.0be75cb6138bfe71eef1418255a19944,1
session.first:true,1.0beb142c50908a804b3bf99ea2784847,1
session.first:true,1.0befb4e6cd48efca9f98c6007d1e660f,1
session.first:true,1.0bfa16ef99099176b96a82f3773b8496,1
session.first:true,1.0bfc6bfd1e17b86e3fcb7e0a6f4f16fe,1
session.first:true,1.0bffbf912cf0cf59163513dfa8f2c9c1,1
session.first:true,1.0bffe38cdc261d0639f7084c41994b5e,1
session.first:true,1.0bfff10c2b16fd4ab68d9f26be9d6e3d,1
session.first:true,1.0c0a68fd8124328c3e256a70a618069b,1
session.first:true,1.0c0f47fe2792622ff4680a7a220802b3,1
session.first:true,1.0c11cb338a8f6e20dd51406382d55390,1
session.first:true,1.0c1d95671b04cef0bcc401f81ef674aa,1
session.first:true,1.0c1df677034a1d47269cb3a32dc4d084,1
session.first:true,1.0c1ff8a4fcec13f73105191b77ccd9e2,1
session.first:true,1.0c271c16f10341decd3cd096b13ae83a,1
session.first:true,1.0c2b7dbfedd146337702ac6754bb5271,1
session.first:true,1.0c2f7ebd473604f1217713c9bf6e6df9,1
session.first:true,1.0c337362662809219ca9340d702a1b66,1
session.first:true,1.0c37f4651a4d0c29099e209892286c81,1
session.first:true,1.0c3ac568a8d9a513e04018f53d6cdde1,1
session.first:true,1.0c4019bd5961c1d67656ef7bf808fc49,1
session.first:true,1.0c520f514340d99fcbb29e8d44d22a30,1
session.first:true,1.0c53fb73b1affc4b963efbf4fcaf5f0f,1
session.first:true,1.0c6776be73a73d3fd73a0631da30279b,1
session.first:true,1.0c6e190e39082a116145a342e9d18b6e,1
session.first:true,1.0c6ebe10c4208de5503d3d3e7ce0cfce,1
session.first:true,1.0c70ad4d4999db8109944ef9c5a48ae2,1
