filters,Top 50000000 fingerprint.raw,Unique count of fingerprint.raw
session.first:false,1.2e5a4311c7094815408e1570dfaf7a80,1
session.first:false,1.fb7296b34bcdb089e2504562c642e7e8,1
session.first:false,1.d4f06096a0d5ad06169921d31446b9ce,1
session.first:false,1.b1859ef4ae05feaf5d59d44bbf6e46e8,1
session.first:false,1.1ebf2be55fb922814580e7ed1c353b05,1
session.first:false,1.a27f2759dafda3728da7065836dfb04a,1
session.first:false,1.a0ffccd064069a148847b275c9c51ff5,1
session.first:false,1.9491569812e910406cfa41cd4a455f2a,1
session.first:false,1.4271804a54b402e23f4f93687e368021,1
session.first:false,1.46ea10eb453faed9488d5958d89b8df7,1
session.first:false,1.48cb5efb6b29557fcf8dbb1a9709cddf,1
session.first:false,1.93df64f0be340fdd4c923a17633ce2e0,1
session.first:false,1.6a0d7a25b75a59d852a7f9c875bcc927,1
session.first:false,1.318b282a134de6dd4c246d5af1be1b5b,1
session.first:false,1.249f08cf1092a2417a9ee940016246bc,1
session.first:false,1.8e828f6fc9a418085f5fa052f0f15835,1
session.first:false,1.20e6472afdcae7409e27d9fa8b110382,1
session.first:false,1.89769698e4ad07046a55ea3813de5dfd,1
session.first:false,1.e478f6da312b6bee4b4924e236c9b198,1
session.first:false,1.0a873d66a5a8b20489ea2653c7a6f52c,1
session.first:false,1.6a8cf74ec8a68922b48de5da01a8be6c,1
session.first:false,1.87147e0bc0ec89fdf3a5acebfc909fa5,1
session.first:false,1.c41e2238ffe53234402c07bbb0c9426a,1
session.first:false,1.c7567b95ab0d465ee49b6965ce903269,1
session.first:false,1.fda5206f72e06eb9abb623d574a4f2f0,1
session.first:false,1.9e94f02a0b66bd147da089ca143c2b7e,1
session.first:false,1.d60ca167ab77fd7ebfbf5f870ce19108,1
session.first:false,1.3651f79ce10a50e990fe0f10e67e68e5,1
session.first:false,1.020f4c26fe57ef04ed19128402f9dfe5,1
session.first:false,1.d36eb6428d38d3952bfa18d4f938dfec,1
session.first:false,1.f46fb46ecb74f4c1dee69976443913d5,1
session.first:false,1.379a83b2bf7c3141e59beee3f4dfd8b4,1
session.first:false,1.a296a281b0e564ee56257bf075621adb,1
session.first:false,1.2330f37d22cb8ed3a25849677342d452,1
session.first:false,1.795703da758cec370152a3b55dff7ec6,1
session.first:false,1.2cfca97d7d6eb31c48c2840d4aeb2d17,1
session.first:false,1.52755b91de44d3569634710282c2d6d6,1
session.first:false,1.95a851727405f7880e7864bd9a12af98,1
session.first:false,1.f199272b49b1c753143146cb1baf50a2,1
session.first:false,1.3f6ff5111004e49492083ee8406cff06,1
session.first:false,1.b068e6cdb0866f568bf99f8e888b7d1f,1
session.first:false,1.5029c7699913e1920817fac9469da264,1
session.first:false,1.dfa6a92b3f310efe2711da225265be0d,1
session.first:false,1.e7ae9bb44439ea320a14f6379fdc2dc0,1
session.first:false,1.95ce6c74f62ef217c20986cc2ca072e3,1
session.first:false,1.7272a280e87e5b81038a6e531eaae330,1
session.first:false,1.2156e0557fe3566352973935556a7a6b,1
session.first:false,1.ea45531d4f0afaa91969434ddce134b4,1
session.first:false,1.6e71d731d0704933f96854bd3d3fef95,1
session.first:false,1.9fe8c7e0055d3fba30d9cbe6a5da472e,1
session.first:false,1.8a5a254c40575774d4f87eb93935ed92,1
session.first:false,1.01ad49128ec2670676686dd5b4f6d8c4,1
session.first:false,1.64d70d14cda2600b1995eb5f391b2cec,1
session.first:false,1.4d60632605a8a6dca00288853ee24903,1
session.first:false,1.d15c201db1e5c5c4348c18ec594e8f36,1
session.first:false,1.84372004a1d5ffa327e73e769422f1a6,1
session.first:false,1.52f5d3d9fd60a399a8953478625b5e76,1
session.first:false,1.850c9be71623fd8e4dc6a84c33b92b9a,1
session.first:false,1.fb0b7679ea00e7b182fd1327bdf76947,1
session.first:false,1.a5bc43f38a43f721c8b3e979be8846e9,1
session.first:false,1.6fd1164252d238a07916a2577b5a1f38,1
session.first:false,1.993fada2cd89091d6230cfcc4bdb3b31,1
session.first:false,1.ee617c491bf5bade5538feb06e61d128,1
session.first:false,1.4a07d3701b39e50fd27aaaf94f0a5861,1
session.first:false,1.74c8f4e5e0430bd06c14b143eddfc247,1
session.first:false,1.b2018ca13db6f93bbb76e52bc77e46ef,1
session.first:false,1.a0ed9e64da1104124e3a31eb99fb93e8,1
session.first:false,1.4b186064dff08c18deb29f9ffcddfe72,1
session.first:false,1.c62f05da36360011f0f89f1fa08a82f3,1
session.first:false,1.4c511accc8d703ee573ebe4865d8f48a,1
session.first:false,1.9b1a2ba993868f6c1dd20595d6acbfc2,1
session.first:false,1.d351a7b44bb895d77963ff1750767c6f,1
session.first:false,1.fd757b54b41f7a49e4dea8ba3961d4f8,1
session.first:false,1.198c83281a1157d30c74ca2295e2a982,1
session.first:false,1.ddd2001c0adfd0243b792dfae39fd4b6,1
session.first:false,1.0e092b0f5068187162e8aa40a8db6ab8,1
session.first:false,1.078c116c811dd2c2c22ffd92e9dfe9fa,1
session.first:false,1.1eac84026d75ea5ed6242f53dc5f8deb,1
session.first:false,1.3fee327e8bd372afcc40cfe02ae722cc,1
session.first:false,1.ac34c2201f2ff100ac6c9dc7736d3e35,1
session.first:false,1.ce2d69008fb8f5a9e33c66b1ca854c8b,1
